Pantalla_Resolución de pantalla,_resolucion_pixeles,Comunicaciones_Estándar LAN,Sistema operativo_Arquitectura bit,Alimentación_Vatios-hora,_gpu_value,_gpu_price_usd,gpu_series,Pantalla_Formato de imagen,Otras características_Fecha de lanzamiento,Medidas y peso_Diseño,_tiene_webcam,Cámara_Webcam,Comunicaciones_Estándar wifi,Medidas y peso_Altura,Pantalla_Diagonal de la pantalla,Pantalla_Tamaño de la pantalla,_tamano_pantalla_pulgadas,Almacenamiento_Lector óptico,_version_bluetooth,Comunicaciones_Versión Bluetooth,_peso_kg,Medidas y peso_Peso,_serie,_cpu_price_usd,_cpu_value,Procesador_Frecuencia de reloj,Disco duro_Número de discos duros (instalados),Procesador_Nombre en clave del procesador,RAM_Tipo de RAM,Sistema operativo_Sistema operativo,Disco duro_Tipo de disco duro,Procesador_Caché,Procesador_Frecuencia turbo máx.,Medidas y peso_Profundidad,Medidas y peso_Ancho,Gráfica_Memoria gráfica,_cpu_cores,Procesador_Número de núcleos del procesador,gpu_brand,Procesador_Tipo de procesador,_gpu_rank,_gpu_mark,_ssd_gb,Disco duro_Capacidad de memoria SSD,gpu_is_integrated,Gráfica_Tarjeta gráfica,Otras características_Equipamiento,_ram_gb,RAM_Memoria RAM,cpu_family,cpu_brand,_cpu_mark,_cpu_rank,Procesador_Procesador,Procesador_Fabricante del procesador,Tipo de producto,Comunicaciones_Conectividad,_tiene_bluetooth,_tiene_wifi,Tipo,_brand,_precio_num
2.256 x 1.504 píxeles,3393024.0,,64 Bit,,,,iris,3:2,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,15 mm,"34,29 cm","13,5 pulgadas",13.5,,5.1,Bluetooth 5.1,1.3,"1,3 kg",Microsoft Surface,309.0,42.9,"1,2 GHz",1.0,Alder Lake-P,,Windows 11 Professional,SSD,12 MB,"4,4 GHz","22,3 cm","30,8 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core i5,intel,13255.0,1144.0,Intel Core i5-1245U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Microsoft,1588.0
2.560 x 1.600 píxeles,4096000.0,,64 Bit,86 Wh,45.82,429.99,rtx,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,26 mm,"40,64 cm",16 pulgadas,16.0,,,,2.87,"2,87 kg",,668.0,64.69,"1,8 GHz",1.0,Raptor Lake,,Windows 11 Home,SSD,36 MB,"5,4 GHz","28,9 cm","35,7 cm",8.192 MB / 8 GB,24.0,24.0,nvidia,Intel Core i9,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"webcam, altavoces estéreo, USB-C",32.0,32 GB RAM,core i9,intel,43216.0,243.0,Intel Core i9-13900HX,Intel,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,Dell,3338.25
,,Gigabit-LAN,,"53,5 Wh",,,,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,24 mm,"40,64 cm",16 pulgadas,16.0,,5.2,Bluetooth 5.2,2.26,"2,26 kg",MSI Creator,502.0,52.69,"1,8 GHz",,Raptor Lake-H,,,SSD,24 MB,5 GHz,"25,9 cm","35,9 cm",,14.0,14.0,,Intel Core i7,,,,,,,"USB-C, webcam",,,core i7,intel,26452.0,511.0,Intel Core i7-13700H,Intel,Portátil multimedia,"Bluetooth, wifi, LAN",1.0,1.0,Laptop,MSI,1803.165
2.560 x 1.600 píxeles,4096000.0,,,58 Wh,,,iris,16:10,2019.0,con tapa,,,,15 mm,"33,78 cm","13,3 pulgadas",13.3,ninguno,5.0,Bluetooth 5.0,1.37,"1,37 kg",Apple MacBook Pro,,,"2,3 GHz",,,LPDDR3,macOS Mojave,SSD,,"3,8 GHz","21,2 cm","30,4 cm",memoria compartida,4.0,4.0,intel,Intel Core i5,931.0,1807.0,256.0,256 GB,True,Intel Iris Plus Graphics 655,"micrófono integrado, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad, Touch Bar",8.0,8 GB RAM,,,,,,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1999.0
1.920 x 1.080 píxeles,2073600.0,,,,63.3,249.0,,16:9,2023.0,con tapa,1.0,integrada,,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.6,"1,6 kg",,49.99,90.32,"1,1 GHz",1.0,Jasper Lake,,Chrome OS,memoria flash,4 MB,"2,8 GHz","24,4 cm","36,6 cm",memoria compartida,4.0,4.0,intel,Intel Celeron,119.0,15761.0,128.0,128 GB,True,Intel UHD Graphics,"micrófono integrado, Touchpad multitáctil, USB-C, altavoces estéreo, lector de tarjetas, webcam",8.0,8 GB RAM,celeron,intel,4515.0,2185.0,Intel Celeron N5100,Intel,Chromebook,"wifi, Bluetooth",1.0,1.0,Laptop,Acer,363.66
1.920 x 1.080 píxeles,2073600.0,,,45 Wh,63.3,249.0,,16:9,2019.0,convertible,1.0,1.0 Mpx,,17 mm,"35,56 cm",14 pulgadas,14.0,,,,,,Medion Akoya,,,"1,8 GHz",,Kaby Lake Refresh,DDR4,Windows 10 Home,PCIe SSD,8 MB,4 GHz,"22,9 cm","33,1 cm",,4.0,4.0,intel,Intel Core i7,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,"lector de tarjetas, webcam, USB-C",8.0,8 GB RAM,core i7,intel,5847.0,1911.0,Intel Core i7-8550U,Intel,Portátil convertible,wifi,0.0,1.0,Laptop,Medion,299.0
1.920 x 1.200 píxeles,2304000.0,,64 Bit,90 Wh,60.39,274.99,rx,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,27 mm,"40,64 cm",16 pulgadas,16.0,,5.2,Bluetooth 5.2,2.2,"2,2 kg",ASUS TUF Gaming,,,"3,2 GHz",1.0,Rembrandt-R,DDR5,Windows 11 Home,PCIe SSD,16 MB,"4,75 GHz","25,2 cm","35,5 cm",8.192 MB,8.0,8.0,amd,AMD Ryzen 7,105.0,16605.0,1000.0,1.000 GB,False,AMD Radeon RX 7600S,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,ryzen 7,amd,23293.0,619.0,AMD Ryzen 7 7735HS,AMD,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,ASUS,1780.56
1.920 x 1.080 píxeles,2073600.0,,64 Bit,68 Wh,,,iris,16:9,2023.0,convertible,1.0,integrada,IEEE 802.11ax,14 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,2.24,"2,24 kg",Samsung Galaxy Book,,,,,,LPDDR4,Windows 11 Home,SSD,,,"22,8 cm","35,5 cm",memoria compartida,,,intel,Intel Core i5,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, lector de tarjetas, webcam",8.0,8 GB RAM,,,,,,Intel,Portátil convertible,"Bluetooth, wifi",1.0,1.0,Laptop,Samsung,1654.57
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,,41 Wh,,,iris,16:9,2020.0,con tapa,1.0,integrada,IEEE 802.11ac,19 mm,"39,62 cm","15,6 pulgadas",15.6,,,,1.7,"1,7 kg",HP 250,340.0,34.01,"2,4 GHz",1.0,Tiger Lake UP3,,sin sistema operativo,SSD,8 MB,"4,2 GHz","24,2 cm","35,8 cm",memoria compartida,4.0,4.0,intel,Intel Core i5,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"lector de tarjetas, webcam, USB-C",8.0,8 GB RAM,core i5,intel,11565.0,1252.0,Intel Core i5-1135G7,Intel,Portátil profesional,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,HP,997.71
,,,64 Bit,"52,5 Wh",,,iris,16:10,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,21 mm,"40,64 cm",16 pulgadas,16.0,,5.2,Bluetooth 5.2,1.64,"1,64 kg",Lenovo ThinkPad,340.0,42.27,"0,9 GHz",1.0,Raptor Lake-U,DDR5,Windows 11 Professional,SSD,12 MB,"4,6 GHz","25,5 cm","36,2 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i5,intel,14373.0,1070.0,Intel Core i5-1335U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,2098.0
1.920 x 1.080 píxeles,2073600.0,,64 Bit,54 Wh,,,iris,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"35,56 cm",14 pulgadas,14.0,,,,1.39,"1,39 kg",Dell Latitude,340.0,42.27,"0,9 GHz",1.0,Raptor Lake-U,DDR4,Windows 11 Professional,SSD,12 MB,"4,6 GHz","21,2 cm","32,1 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"webcam, USB-C",16.0,16 GB RAM,core i5,intel,14373.0,1070.0,Intel Core i5-1335U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Dell,1214.29
2.560 x 1.600 píxeles,4096000.0,"2,5-Gbit/s-Ethernet",64 Bit,"99,9 Wh",45.82,429.99,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11be,28 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.4,Bluetooth 5.4,2.75,"2,75 kg",Raider,495.0,74.87,"3,9 GHz",1.0,Raptor Lake-HX Refresh,DDR5,Windows 11 Home,,30 MB,"5,5 GHz","28,4 cm","35,7 cm",8.192 MB / 8 GB,20.0,20.0,nvidia,Intel Core i7,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"USB-C, altavoces estéreo, webcam, lector de tarjetas",32.0,32 GB RAM,core i7,intel,37060.0,300.0,Intel Core i7-14700HX,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,2651.28
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,,36 Wh,63.3,249.0,,16:9,2019.0,con tapa,1.0,integrada,,20 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,4.0,Bluetooth 4.0,1.9,"1,9 kg",Acer Extensa,309.0,31.62,"0,85 GHz",1.0,Tiger Lake UP3,DDR4,Free DOS,SSD,2 MB,"2,6 GHz","24,8 cm","36,3 cm",memoria compartida,1.0,1.0,intel,Intel Core i3,119.0,15761.0,256.0,256 GB,True,Intel UHD Graphics,webcam,4.0,4 GB RAM,core i3,intel,9770.0,1374.0,Intel Core i3-1115G4,Intel,Portátil multimedia,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Acer,418.5
2.560 x 1.600 píxeles,4096000.0,,64 Bit,75 Wh,45.82,429.99,rtx,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"34,036 cm","13,4 pulgadas",13.4,,5.2,Bluetooth 5.2,1.3,"1,3 kg",ASUS Republic of Gamers,,,4 GHz,1.0,Phoenix,,Windows 11 Home,SSD,32 MB,"5,2 GHz","21,2 cm","29,9 cm",8.192 MB / 8 GB,8.0,8.0,nvidia,AMD Ryzen 9,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,ryzen 9,amd,30124.0,407.0,AMD Ryzen 9 7940HS,AMD,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,2110.72
1.920 x 1.280 píxeles,2457600.0,,64 Bit,68 Wh,,,iris,3:2,2022.0,con tapa,1.0,5.0 Mpx,,16 mm,"34,29 cm","13,5 pulgadas",13.5,,5.2,Bluetooth 5.2,0.99,"0,99 kg",,426.0,31.19,"1,2 GHz",1.0,Alder Lake-P,,Windows 11 Professional,SSD,12 MB,"4,7 GHz",22 cm,"29,7 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,1000.0,1.000 GB,True,Intel Iris Xe Graphics,"webcam, altavoces estéreo, USB-C",32.0,32 GB RAM,core i7,intel,13288.0,1142.0,Intel Core i7-1255U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,HP,3600.27
1.600 x 900 píxeles,1440000.0,Gigabit-LAN,64 Bit,38 Wh,,,,16:9,2023.0,con tapa,1.0,0.9 Mpx,,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.65,"1,65 kg",,342.0,51.46,"1,5 GHz",,Raptor Lake-H,DDR4,Windows 11 Professional,SSD,12 MB,"4,6 GHz","23,6 cm","35,9 cm",,8.0,8.0,,Intel Core i5,,,512.0,512 GB,,,"lector de tarjetas, webcam, USB-C",8.0,8 GB RAM,core i5,intel,17600.0,906.0,Intel Core i5-13420H,Intel,Portátil multimedia,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,605.59
2.560 x 1.600 píxeles,4096000.0,,64 Bit,60 Wh,,,iris,16:10,2023.0,convertible,1.0,integrada,IEEE 802.11ax,16 mm,"35,56 cm",14 pulgadas,14.0,ninguno,,,1.54,"1,54 kg",Dell Latitude,426.0,33.42,"1,3 GHz",1.0,Raptor Lake-U,LPDDR5,Windows 11 Professional,SSD,12 MB,"5,2 GHz","21,5 cm","31,1 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"webcam, USB-C",32.0,32 GB RAM,core i7,intel,14236.0,1088.0,Intel Core i7-1365U,Intel,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,Dell,2152.4
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,,"53,5 Wh",45.67,589.99,rtx,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"39,62 cm","15,6 pulgadas",15.6,,5.2,Bluetooth 5.2,2.25,"2,25 kg",MSI Katana,457.0,48.29,"1,7 GHz",1.0,Alder Lake-P,,sin sistema operativo,SSD,24 MB,"4,7 GHz","25,9 cm","35,9 cm",8.192 MB / 8 GB,10.0,10.0,nvidia,Intel Core i7,29.0,26941.0,512.0,512 GB,False,NVIDIA GeForce RTX 4070,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,22068.0,672.0,Intel Core i7-12650H,Intel,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,MSI,2363.31
1.920 x 1.080 píxeles,2073600.0,,64 Bit,"48,5 Wh",63.3,249.0,,16:9,2024.0,con tapa,1.0,integrada,,18 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.77,"1,77 kg",Acer Aspire,340.0,50.68,"0,9 GHz",1.0,Raptor Lake-U Refresh,,Windows 11 Home,SSD,12 MB,5 GHz,"23,8 cm","36,3 cm",memoria compartida,10.0,10.0,intel,Intel Core 5,119.0,15761.0,1000.0,1.000 GB,True,Intel UHD Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,,intel,17231.0,928.0,Intel Core 5 120U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Acer,972.32
1.920 x 1.080 píxeles,2073600.0,,64 Bit,67 Wh,63.3,249.0,,16:9,2020.0,con tapa,1.0,integrada,,14 mm,"33,78 cm","13,3 pulgadas",13.3,ninguno,5.0,Bluetooth 5.0,1.15,"1,15 kg",ASUS Zenbook,340.0,34.01,1 GHz,,Ice Lake,LPDDR4X,Windows 10 Professional,SSD,6 MB,"3,6 GHz","20,3 cm","30,4 cm",memoria compartida,4.0,4.0,intel,Intel Core i5,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,"lector de tarjetas, webcam",8.0,8 GB RAM,core i5,intel,11565.0,1252.0,Intel Core i5-1035G1,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,1160.53
1.920 x 1.080 píxeles,2073600.0,,64 Bit,53 Wh,,,,16:9,2021.0,con tapa,1.0,0.9 Mpx,,18 mm,"35,56 cm",14 pulgadas,14.0,ninguno,5.2,Bluetooth 5.2,1.4,"1,4 kg",HP EliteBook,,,"1,9 GHz",1.0,,DDR4,Windows 10 Professional,PCIe SSD,16 MB,"4,4 GHz","21,5 cm","32,3 cm",memoria compartida,8.0,8.0,amd,AMD Ryzen 7,93.0,17350.0,512.0,512 GB,True,AMD Radeon Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,ryzen 7,amd,17198.0,931.0,AMD Ryzen 7 Pro 5850U,AMD,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,HP,1290.0
1.920 x 1.200 píxeles,2304000.0,,64 Bit,,63.3,249.0,,16:9,,,,,,,"38,1 cm",15 pulgadas,15.0,ninguno,,,,,IdeaPad,342.0,51.46,"1,5 GHz",1.0,Raptor Lake-H,LPDDR5X,Windows 11 Home,,12 MB,"4,6 GHz",,,memoria compartida,8.0,8.0,intel,Intel Core i5,119.0,15761.0,512.0,512 GB,True,Intel Graphics,,16.0,16 GB RAM,core i5,intel,17600.0,906.0,Intel Core i5-13420H,Intel,Portátil multimedia,,,,Laptop,Lenovo,703.13
2.496 x 1.664 píxeles,4153344.0,,64 Bit,,,,iris,3:2,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,15 mm,"38,1 cm",15 pulgadas,15.0,ninguno,5.1,Bluetooth 5.1,1.56,"1,56 kg",Microsoft Surface,426.0,31.54,"1,3 GHz",1.0,Alder Lake-P,,Windows 10 Professional,SSD,12 MB,"4,8 GHz","24,4 cm",34 cm,memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core i7,intel,13434.0,1132.0,Intel Core i7-1265U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Microsoft,1954.0
1.920 x 1.200 píxeles,2304000.0,,64 Bit,100 Wh,,,,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,22 mm,"40,64 cm",16 pulgadas,16.0,,,,1.91,"1,91 kg",Dell Precision,502.0,52.69,"1,8 GHz",1.0,Raptor Lake-H,LPDDR5,Windows 11 Professional,SSD,24 MB,5 GHz,24 cm,"35,4 cm",,14.0,14.0,,Intel Core i7,,,1000.0,1.000 GB,,,"USB-C, lector de tarjetas, webcam",32.0,32 GB RAM,core i7,intel,26452.0,511.0,Intel Core i7-13700H,Intel,Portátil profesional,"Bluetooth, wifi",1.0,1.0,Laptop,Dell,4136.57
2.560 x 1.600 píxeles,4096000.0,,64 Bit,82 Wh,,,rtx,16:10,2023.0,convertible,1.0,integrada,IEEE 802.11ax,17 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.3,Bluetooth 5.3,2.1,"2,1 kg",MSI Summit,353.0,53.21,"1,9 GHz",1.0,Raptor Lake-P,LPDDR5,Windows 11 Professional,,18 MB,"4,5 GHz","25,9 cm","35,8 cm",6.144 MB,12.0,12.0,nvidia,Intel Core i5,26.0,27468.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4050,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,core i5,intel,18784.0,842.0,Intel Core i5-1340P,Intel,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,MSI,1999.0
2.560 x 1.600 píxeles,4096000.0,,,,,,,16:10,2015.0,con tapa,,,,18 mm,"33,78 cm","13,3 pulgadas",13.3,ninguno,4.0,Bluetooth 4.0,1.57,"1,57 kg",Apple MacBook Pro,,,"2,9 GHz",1.0,Broadwell,DDR3L,Mac OS X,SSD,3 MB,"3,1 GHz","21,9 cm","31,4 cm",memoria compartida,2.0,2.0,intel,Intel Core i5,1301.0,901.0,512.0,512 GB,True,Intel Iris Graphics 6100,"micrófono integrado, Touchpad multitáctil, altavoces estéreo, webcam",8.0,8 GB RAM,core i5,intel,3078.0,2650.0,Intel Core i5-5287U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,454.01
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,48 Wh,,,mx,16:9,2022.0,con tapa,1.0,integrada,,18 mm,"39,62 cm","15,6 pulgadas",15.6,,5.0,Bluetooth 5.0,1.8,"1,8 kg",Acer Aspire,477.0,38.62,"2,8 GHz",1.0,Tiger Lake UP3,,Windows 11 Home,SSD,12 MB,"4,7 GHz","25,1 cm","36,4 cm",2.048 MB / 2 GB,4.0,4.0,nvidia,Intel Core i7,564.0,3741.0,512.0,512 GB,False,NVIDIA GeForce MX450,"webcam, USB-C",16.0,16 GB RAM,core i7,intel,18420.0,861.0,Intel Core i7-1165G7,Intel,Portátil multimedia,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Acer,1074.99
2.880 x 1.800 píxeles,5184000.0,,64 Bit,75 Wh,,,iris,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,18 mm,"36,83 cm","14,5 pulgadas",14.5,,5.0,Bluetooth 5.0,1.5,"1,5 kg",ASUS Vivobook,617.0,45.15,"1,9 GHz",1.0,Raptor Lake-H,,Windows 11 Home,SSD,24 MB,"5,4 GHz","22,6 cm","32,3 cm",memoria compartida,14.0,14.0,intel,Intel Core i9,700.0,2657.0,1000.0,1.000 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core i9,intel,27860.0,471.0,Intel Core i9-13900H,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,2476.72
1.920 x 1.080 píxeles,2073600.0,,,41 Wh,63.3,249.0,,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,62 cm","15,6 pulgadas",15.6,,5.2,Bluetooth 5.2,1.74,"1,74 kg",HP 250,,,"0,9 GHz",1.0,Alder Lake-P,,Free DOS,SSD,10 MB,"4,4 GHz","24,2 cm","35,8 cm",memoria compartida,6.0,6.0,intel,Intel Core i3,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,"webcam, USB-C",8.0,8 GB RAM,core i3,intel,10544.0,1314.0,Intel Core i3-1215U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,HP,653.82
1.920 x 1.200 píxeles,2304000.0,,64 Bit,46 Wh,,,,16:10,2023.0,convertible,1.0,integrada,IEEE 802.11ax,17 mm,"33,782 cm","13,3 pulgadas",13.3,,5.1,Bluetooth 5.1,1.3,"1,3 kg",Lenovo ThinkPad,,,2 GHz,1.0,Barcelo-R,DDR4,Windows 11 Professional,SSD,16 MB,"4,5 GHz","21,8 cm","30,5 cm",memoria compartida,8.0,8.0,amd,AMD Ryzen 7,93.0,17350.0,1000.0,1.000 GB,True,AMD Radeon Graphics,"webcam, altavoces estéreo, USB-C",32.0,32 GB RAM,ryzen 7,amd,18367.0,864.0,AMD Ryzen 7 Pro 7730U,AMD,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,1589.0
2.496 x 1.664 píxeles,4153344.0,,64 Bit,,,,iris,3:2,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,15 mm,"38,1 cm",15 pulgadas,15.0,ninguno,5.1,Bluetooth 5.1,1.56,"1,56 kg",Microsoft Surface,426.0,31.54,"1,3 GHz",1.0,Alder Lake-P,,Windows 10 Professional,SSD,12 MB,"4,8 GHz","24,4 cm",34 cm,memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core i7,intel,13434.0,1132.0,Intel Core i7-1265U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Microsoft,1832.0
1.920 x 1.200 píxeles,2304000.0,Gigabit-LAN,64 Bit,83 Wh,5.5,4109.99,,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,27 mm,"40,64 cm",16 pulgadas,16.0,,,,2.67,"2,67 kg",Dell Precision,428.0,86.81,"1,5 GHz",1.0,Raptor Lake,DDR5,Windows 11 Professional,PCIe SSD,30 MB,"5,3 GHz","25,8 cm","35,6 cm",8.192 MB / 8 GB,20.0,20.0,nvidia,Intel Core i7,50.0,22610.0,1000.0,1.000 GB,False,NVIDIA RTX A2000,"USB-C, webcam, lector de tarjetas",32.0,32 GB RAM,core i7,intel,37155.0,299.0,Intel Core i7-13850HX,Intel,Portátil profesional,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Dell,2806.955
3.840 x 2.400 píxeles,9216000.0,"2,5-Gbit/s-Ethernet",64 Bit,"99,9 Wh",22.99,1498.07,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11be,20 mm,"40,64 cm",16 pulgadas,16.0,,5.4,Bluetooth 5.4,1.99,"1,99 kg",MSI Creator,,,"3,8 GHz",1.0,Meteor Lake,DDR5,Windows 11 Professional,SSD,24 MB,"5,1 GHz",26 cm,"35,6 cm",12.288 MB / 12 GB,16.0,16.0,nvidia,Intel Core Ultra 9,5.0,34435.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4080,"USB-C, altavoces estéreo, webcam, lector de tarjetas",64.0,64 GB RAM,core ultra 9,intel,29409.0,423.0,Intel Core Ultra 9 185H,Intel,Portátil multimedia,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,4868.39
1.920 x 1.200 píxeles,2304000.0,,64 Bit,"48,5 Wh",63.3,249.0,,16:10,2024.0,con tapa,1.0,integrada,,19 mm,"35,56 cm",14 pulgadas,14.0,,5.1,Bluetooth 5.1,1.5,"1,5 kg",Acer Aspire,340.0,50.68,"0,9 GHz",1.0,Raptor Lake-U Refresh,LPDDR5,Windows 11 Home,SSD,12 MB,5 GHz,"22,6 cm","31,9 cm",memoria compartida,10.0,10.0,intel,Intel Core 5,119.0,15761.0,1000.0,1.000 GB,True,Intel UHD Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,,intel,17231.0,928.0,Intel Core 5 120U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Acer,889.24
1.600 x 900 píxeles,1440000.0,Gigabit-LAN,64 Bit,90 Wh,,,,16:9,,,,,,25 mm,"43,942 cm","17,3 pulgadas",17.3,ninguno,5.2,Bluetooth 5.2,2.6,"2,6 kg",,,,"3,2 GHz",1.0,Cezanne H,DDR4,Windows 11 Professional,,16 MB,"4,4 GHz","26,8 cm","39,9 cm",6.144 MB / 6 GB,8.0,8.0,,AMD Ryzen 7,,,512.0,512 GB,,,USB-C,16.0,16 GB RAM,ryzen 7,amd,20856.0,733.0,AMD Ryzen 7 5800H,AMD,Portátil multimedia,"Bluetooth, LAN, wifi",1.0,1.0,Laptop,ASUS,1607.46
,,,64 Bit,76 Wh,,,iris,16:10,2023.0,con tapa,1.0,5.0 Mpx,IEEE 802.11ax,19 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.3,Bluetooth 5.3,1.73,"1,73 kg",HP EliteBook,469.0,30.63,"1,2 GHz",1.0,Raptor Lake-U,DDR5,Windows 11 Professional,,12 MB,5 GHz,"25,1 cm","35,9 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,14365.0,1072.0,Intel Core i7-1355U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,HP,1640.0
