Pantalla_Resolución de pantalla,_resolucion_pixeles,Comunicaciones_Estándar LAN,Sistema operativo_Arquitectura bit,Alimentación_Vatios-hora,_gpu_value,_gpu_price_usd,gpu_series,Pantalla_Formato de imagen,Otras características_Fecha de lanzamiento,Medidas y peso_Diseño,_tiene_webcam,Cámara_Webcam,Comunicaciones_Estándar wifi,Medidas y peso_Altura,Pantalla_Diagonal de la pantalla,Pantalla_Tamaño de la pantalla,_tamano_pantalla_pulgadas,Almacenamiento_Lector óptico,_version_bluetooth,Comunicaciones_Versión Bluetooth,_peso_kg,Medidas y peso_Peso,_serie,_cpu_price_usd,_cpu_value,Procesador_Frecuencia de reloj,Disco duro_Número de discos duros (instalados),Procesador_Nombre en clave del procesador,RAM_Tipo de RAM,Sistema operativo_Sistema operativo,Disco duro_Tipo de disco duro,Procesador_Caché,Procesador_Frecuencia turbo máx.,Medidas y peso_Profundidad,Medidas y peso_Ancho,Gráfica_Memoria gráfica,_cpu_cores,Procesador_Número de núcleos del procesador,gpu_brand,Procesador_Tipo de procesador,_gpu_rank,_gpu_mark,_ssd_gb,Disco duro_Capacidad de memoria SSD,gpu_is_integrated,Gráfica_Tarjeta gráfica,Otras características_Equipamiento,_ram_gb,RAM_Memoria RAM,cpu_family,cpu_brand,_cpu_mark,_cpu_rank,Procesador_Procesador,Procesador_Fabricante del procesador,Tipo de producto,Comunicaciones_Conectividad,_tiene_bluetooth,_tiene_wifi,Tipo,_brand,_precio_num
1.920 x 1.080 píxeles,2073600.0,,64 Bit,45 Wh,,,iris,16:9,2022.0,con tapa,1.0,integrada,,19 mm,"43,942 cm","17,3 pulgadas",17.3,,5.2,Bluetooth 5.2,2.04,"2,04 kg",Lenovo IdeaPad,309.0,42.03,"0,9 GHz",1.0,Alder Lake-P,,Windows 11 Home,SSD,12 MB,"4,4 GHz","27,4 cm","39,9 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"webcam, USB-C",8.0,8 GB RAM,core i5,intel,12988.0,1167.0,Intel Core i5-1235U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,700.64
2.400 x 1.600 píxeles,3840000.0,,64 Bit,56 Wh,5.5,4109.99,,3:2,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"36,576 cm","14,4 pulgadas",14.4,ninguno,5.1,Bluetooth 5.1,1.74,"1,74 kg",Microsoft Surface,426.0,27.33,"3,3 GHz",1.0,Tiger Lake H35,LPDDR4X,Windows 10 Professional,SSD,8 MB,"4,8 GHz","22,8 cm","32,3 cm",4.096 MB / 4 GB,4.0,4.0,nvidia,Intel Core i7,50.0,22610.0,1000.0,1.000 GB,False,NVIDIA RTX A2000,"USB-C, altavoces estéreo, webcam",32.0,32 GB RAM,core i7,intel,11643.0,1249.0,Intel Core i7-11370H,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Microsoft,2766.11
1.920 x 1.200 píxeles,2304000.0,,,64 Wh,,,iris,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"35,56 cm",14 pulgadas,14.0,,,,1.6,"1,6 kg",Dell Inspiron,,,"1,2 GHz",1.0,Raptor Lake-U Refresh,DDR5,Windows 11 Home,SSD,12 MB,"5,4 GHz","22,7 cm","31,4 cm",memoria compartida,10.0,10.0,intel,Intel Core 7,700.0,2657.0,1000.0,1.000 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,,intel,15399.0,1012.0,Intel Core 7 150U,Intel,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Dell,1650.22
2.560 x 1.600 píxeles,4096000.0,"2,5-Gbit/s-Ethernet",64 Bit,90 Wh,45.67,589.99,rtx,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,29 mm,"43,942 cm","17,3 pulgadas",17.3,,5.3,Bluetooth 5.3,3.0,3 kg,,485.0,67.71,"1,5 GHz",1.0,Raptor Lake,DDR5,Windows 11 Home,SSD,30 MB,5 GHz,"29,8 cm",38 cm,8.192 MB / 8 GB,16.0,16.0,nvidia,Intel Core i7,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,32841.0,353.0,Intel Core i7-13700HX,Intel,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,MSI,2294.63
1.920 x 1.080 píxeles,2073600.0,,64 Bit,40 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,,19 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,5.0,Bluetooth 5.0,1.77,"1,77 kg",Acer Extensa,,,"2,8 GHz",1.0,Mendocino,LPDDR5,Windows 11 Professional,SSD,4 MB,"4,3 GHz","23,8 cm","36,3 cm",memoria compartida,4.0,4.0,amd,AMD Ryzen 5,93.0,17350.0,512.0,512 GB,False,AMD Radeon 610M,"USB-C, altavoces estéreo, webcam",8.0,8 GB RAM,ryzen 5,amd,9137.0,1433.0,AMD Ryzen 5 7520U,AMD,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Acer,538.79
1.920 x 1.080 píxeles,2073600.0,,64 Bit,42 Wh,,,,16:9,2023.0,convertible,1.0,integrada,IEEE 802.11ax,18 mm,"33,782 cm","13,3 pulgadas",13.3,,5.3,Bluetooth 5.3,1.45,"1,45 kg",HP Pro,,,2 GHz,1.0,Barcelo-R,DDR4,Windows 11 Professional,SSD,16 MB,"4,5 GHz","22,3 cm","30,9 cm",memoria compartida,8.0,8.0,amd,AMD Ryzen 7,93.0,17350.0,512.0,512 GB,True,AMD Radeon Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,ryzen 7,amd,18367.0,864.0,AMD Ryzen 7 7730U,AMD,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,HP,1281.19
1.920 x 1.200 píxeles,2304000.0,,64 Bit,57 Wh,,,iris,16:10,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,17 mm,"35,56 cm",14 pulgadas,14.0,ninguno,5.2,Bluetooth 5.2,1.29,"1,29 kg",Lenovo ThinkPad,309.0,42.03,"0,9 GHz",1.0,Alder Lake-P,LPDDR5,Windows 11 Professional,SSD,12 MB,"4,4 GHz","22,7 cm","31,8 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"lector de tarjetas, webcam, USB-C",16.0,16 GB RAM,core i5,intel,12988.0,1167.0,Intel Core i5-1235U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,2169.0
2.400 x 1.600 píxeles,3840000.0,,64 Bit,58 Wh,,,iris,3:2,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,22 mm,"36,576 cm","14,4 pulgadas",14.4,,5.3,Bluetooth 5.3,1.98,"1,98 kg",Microsoft Surface,457.0,58.4,"1,8 GHz",1.0,Raptor Lake-H,LPDDR5,Windows 11 Professional,SSD,24 MB,"5,2 GHz",23 cm,"32,3 cm",memoria compartida,14.0,14.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,core i7,intel,26687.0,504.0,Intel Core i7-13800H,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Microsoft,2363.75
,,Gigabit-LAN,,54 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,,,,1.81,"1,81 kg",Dell Latitude,,,,,,,,,,,24 cm,"35,9 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam, lector de tarjetas",,,,,,,,,Portátil profesional,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Dell,1238.73
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,"53,5 Wh",,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"43,942 cm","17,3 pulgadas",17.3,ninguno,5.2,Bluetooth 5.2,2.6,"2,6 kg",MSI Katana,457.0,48.29,"1,7 GHz",1.0,Alder Lake-P,DDR5,Windows 11 Home,,24 MB,"4,7 GHz","27,3 cm","39,8 cm","memoria compartida, 8.192 MB",10.0,10.0,,Intel Core i7,,,1000.0,1.000 GB,,,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,22068.0,672.0,Intel Core i7-12650H,Intel,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,MSI,2938.6
2.240 x 1.400 píxeles,3136000.0,,64 Bit,,52.42,239.99,rtx,16:10,2022.0,con tapa,1.0,integrada,,18 mm,"35,56 cm",14 pulgadas,14.0,,5.2,Bluetooth 5.2,1.4,"1,4 kg",Acer Swift,619.0,26.94,"1,2 GHz",1.0,Alder Lake-P,,Windows 11 Home,SSD,12 MB,"4,4 GHz","21,4 cm","31,3 cm",4.096 MB / 4 GB,12.0,12.0,nvidia,Intel Core i5,188.0,12580.0,512.0,512 GB,False,NVIDIA GeForce RTX 3050,"USB-C, webcam",8.0,8 GB RAM,core i5,intel,16674.0,954.0,Intel Core i5-1240P,Intel,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Acer,686.46
1.920 x 1.080 píxeles,2073600.0,,64 Bit,42 Wh,28.81,273.45,gtx,16:9,,con tapa,1.0,integrada,,22 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,5.0,Bluetooth 5.0,2.14,"2,14 kg",ASUS Vivobook,417.0,34.09,"2,2 GHz",1.0,,DDR4,Windows 10 Home,,16 MB,5 GHz,"24,8 cm","35,9 cm","memoria compartida, 8.192 MB",8.0,8.0,nvidia,Intel Core i7,310.0,7879.0,512.0,512 GB,False,NVIDIA GeForce GTX 1650,"lector de tarjetas, webcam",8.0,8 GB RAM,core i7,intel,14215.0,1091.0,Intel Core i7-10870H,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,1433.92
1.920 x 1.080 píxeles,2073600.0,,,42 Wh,,,,16:9,,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"35,56 cm",14 pulgadas,14.0,,5.2,Bluetooth 5.2,1.38,"1,38 kg",HP ProBook,,,"0,9 GHz",,Alder Lake-P,DDR4,,SSD,10 MB,"4,4 GHz","21,4 cm","32,2 cm",,6.0,6.0,,Intel Core i3,,,,,,,"USB-C, altavoces estéreo, webcam",,,core i3,intel,10544.0,1314.0,Intel Core i3-1215U,Intel,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,HP,406.64
,,,,,,,,,,,,,,,"38,1 cm",15 pulgadas,15.0,,,,,,IdeaPad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portátil multimedia,,,,Laptop,Lenovo,703.13
2.400 x 1.600 píxeles,3840000.0,,64 Bit,56 Wh,,,rtx,3:2,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"36,576 cm","14,4 pulgadas",14.4,ninguno,5.1,Bluetooth 5.1,1.74,"1,74 kg",Microsoft Surface,426.0,27.33,"3,3 GHz",1.0,Tiger Lake H35,LPDDR4X,Windows 11 Professional,SSD,8 MB,"4,8 GHz","22,8 cm","32,3 cm",4.096 MB / 4 GB,4.0,4.0,nvidia,Intel Core i7,243.0,10122.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3050 Ti,"USB-C, altavoces estéreo, webcam",32.0,32 GB RAM,core i7,intel,11643.0,1249.0,Intel Core i7-11370H,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Microsoft,2444.0
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,54 Wh,,,iris,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,,,1.81,"1,81 kg",Dell Latitude,469.0,30.63,"1,2 GHz",1.0,Raptor Lake-U,DDR4,Windows 11 Professional,,12 MB,5 GHz,24 cm,"35,9 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"lector de tarjetas, webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,14365.0,1072.0,Intel Core i7-1355U,Intel,Portátil profesional,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Dell,912.79
2.560 x 1.440 píxeles,3686400.0,,64 Bit,90 Wh,,,rtx,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"43,18 cm",17 pulgadas,17.0,ninguno,,,2.49,"2,49 kg",MSI Creator,457.0,56.38,"1,7 GHz",1.0,Alder Lake-P,DDR5,Windows 11 Home,PCIe SSD,24 MB,"4,7 GHz",26 cm,"38,2 cm",8.192 MB,14.0,14.0,nvidia,Intel Core i7,34.0,26571.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 3080,"USB-C, altavoces estéreo, lector de tarjetas, webcam",32.0,32 GB RAM,core i7,intel,25767.0,528.0,Intel Core i7-12700H,Intel,Portátil profesional,wifi,0.0,1.0,Laptop,MSI,3499.0
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,,40 Wh,63.3,249.0,,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ac,20 mm,"39,62 cm","15,6 pulgadas",15.6,,5.0,Bluetooth 5.0,1.86,"1,86 kg",Acer Aspire,,,"0,9 GHz",1.0,Alder Lake-P,,sin sistema operativo,SSD,10 MB,"4,4 GHz","24,1 cm","36,3 cm",memoria compartida,6.0,6.0,intel,Intel Core i3,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,webcam,8.0,8 GB RAM,core i3,intel,10544.0,1314.0,Intel Core i3-1215U,Intel,Portátil multimedia,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Acer,468.99
2.560 x 1.600 píxeles,4096000.0,,64 Bit,75 Wh,45.82,429.99,rtx,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"34,036 cm","13,4 pulgadas",13.4,,5.2,Bluetooth 5.2,1.3,"1,3 kg",ASUS Republic of Gamers,,,4 GHz,1.0,Phoenix,LPDDR5,Windows 11 Home,SSD,32 MB,"5,2 GHz","21,2 cm","29,9 cm",8.192 MB,8.0,8.0,nvidia,AMD Ryzen 9,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,ryzen 9,amd,30124.0,407.0,AMD Ryzen 9 7940HS,AMD,Portátil convertible,"Bluetooth, wifi",1.0,1.0,Laptop,ASUS,2636.37
1.920 x 1.200 píxeles,2304000.0,,64 Bit,51 Wh,,,iris,16:10,2023.0,con tapa,1.0,5.0 Mpx,,19 mm,"35,56 cm",14 pulgadas,14.0,ninguno,5.3,Bluetooth 5.3,1.36,"1,36 kg",HP EliteBook,469.0,30.63,"1,2 GHz",1.0,Raptor Lake-U,DDR5,Windows 11 Professional,,12 MB,5 GHz,"22,4 cm","31,6 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,14365.0,1072.0,Intel Core i7-1355U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,HP,1737.12
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,57 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.77,"1,77 kg",Lenovo ThinkPad,,,2 GHz,1.0,Barcelo-R,DDR4,Windows 11 Professional,SSD,16 MB,"4,5 GHz","23,7 cm",36 cm,memoria compartida,8.0,8.0,amd,AMD Ryzen 7,93.0,17350.0,1000.0,1.000 GB,True,AMD Radeon Graphics,"lector de tarjetas, webcam, USB-C",16.0,16 GB RAM,ryzen 7,amd,18367.0,864.0,AMD Ryzen 7 Pro 7730U,AMD,Portátil profesional,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,1250.0
2.560 x 1.600 píxeles,4096000.0,"2,5-Gbit/s-Ethernet",64 Bit,90 Wh,17.76,2153.94,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,24 mm,"43,942 cm","17,3 pulgadas",17.3,,5.3,Bluetooth 5.3,3.0,3 kg,,668.0,69.83,"1,6 GHz",1.0,Raptor Lake,DDR5,Windows 11 Home,SSD,36 MB,"5,6 GHz","29,8 cm",38 cm,16.384 MB / 16 GB,24.0,24.0,nvidia,Intel Core i9,3.0,38264.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4090,"lector de tarjetas, webcam, altavoces estéreo, USB-C",32.0,32 GB RAM,core i9,intel,46648.0,208.0,Intel Core i9-13980HX,Intel,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,MSI,4765.985
2.560 x 1.440 píxeles,3686400.0,Gigabit-LAN,64 Bit,90 Wh,45.82,429.99,rtx,16:9,2024.0,con tapa,1.0,integrada,,29 mm,"43,942 cm","17,3 pulgadas",17.3,,5.3,Bluetooth 5.3,3.1,"3,1 kg",Acer Nitro,,,4 GHz,1.0,Hawk Point-HS,,Windows 11 Home,SSD,24 MB,"5,2 GHz","29,3 cm",40 cm,8.192 MB / 8 GB,8.0,8.0,nvidia,AMD Ryzen 9,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"lector de tarjetas, webcam, altavoces estéreo, USB-C",32.0,32 GB RAM,ryzen 9,amd,29830.0,416.0,AMD Ryzen 9 8945HS,AMD,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Acer,2363.21
1.366 x 768 píxeles,1049088.0,,,,,,,16:9,2019.0,,,,,,"29,464 cm","11,6 pulgadas",11.6,,,,1.2,"1,2 kg",,,,"1,1 GHz",1.0,,,Chrome OS,,4 MB,,,,,2.0,2.0,,Intel Celeron,,,,,,,"micrófono integrado, USB-C, altavoces estéreo, webcam",4.0,4 GB RAM,,,,,,Intel,Chromebook,wifi,0.0,1.0,Laptop,ASUS,387.41
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,41 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.3,Bluetooth 5.3,1.6,"1,6 kg",HP 255,,,"2,4 GHz",,Mendocino,DDR4,Windows 11 Professional,SSD,6 MB,"4,1 GHz","24,2 cm","35,8 cm",,4.0,4.0,,AMD Ryzen 3,,,256.0,256 GB,,,"lector de tarjetas, webcam, USB-C",8.0,8 GB RAM,ryzen 3,amd,8677.0,1466.0,AMD Ryzen 3 7320U,AMD,Portátil multimedia,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,HP,422.37
1.920 x 1.200 píxeles,2304000.0,,64 Bit,"52,5 Wh",,,iris,16:10,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,18 mm,"35,56 cm",14 pulgadas,14.0,ninguno,5.2,Bluetooth 5.2,1.21,"1,21 kg",Lenovo ThinkPad,,,"1,5 GHz",1.0,Alder Lake-P,DDR4,Windows 11 Professional,SSD,18 MB,"4,7 GHz","22,7 cm","31,8 cm",memoria compartida,12.0,12.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,16813.0,949.0,Intel Core i7-1260P,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,1777.0
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,"99,9 Wh",51.03,329.99,rtx,16:9,2022.0,con tapa,1.0,integrada,,24 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,5.2,Bluetooth 5.2,2.3,"2,3 kg",MSI Pulse,457.0,56.38,"1,7 GHz",1.0,Alder Lake-P,DDR4,Windows 11 Home,PCIe SSD,24 MB,"4,7 GHz","25,9 cm","35,9 cm",6.144 MB,14.0,14.0,nvidia,Intel Core i7,103.0,16840.0,512.0,512 GB,False,NVIDIA GeForce RTX 3060,"lector de tarjetas, webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,25767.0,528.0,Intel Core i7-12700H,Intel,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,MSI,1799.0
1.920 x 1.080 píxeles,2073600.0,,,"48,5 Wh",,,rtx,16:9,2024.0,con tapa,1.0,integrada,,18 mm,"43,942 cm","17,3 pulgadas",17.3,,5.1,Bluetooth 5.1,2.09,"2,09 kg",Acer Aspire,,,"1,2 GHz",1.0,Raptor Lake-U Refresh,,Linux,SSD,12 MB,"5,4 GHz","25,7 cm","40,2 cm",4.096 MB / 4 GB,10.0,10.0,nvidia,Intel Core 7,314.0,7758.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 2050,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,,intel,15399.0,1012.0,Intel Core 7 150U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Acer,1153.14
1.920 x 1.080 píxeles,2073600.0,,64 Bit,90 Wh,45.67,589.99,rtx,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"43,942 cm","17,3 pulgadas",17.3,,5.2,Bluetooth 5.2,2.6,"2,6 kg",ASUS TUF Gaming,,,4 GHz,1.0,Phoenix,,Windows 11 Home,SSD,32 MB,"5,2 GHz","26,4 cm","39,5 cm",8.192 MB / 8 GB,8.0,8.0,nvidia,AMD Ryzen 9,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,ryzen 9,amd,30124.0,407.0,AMD Ryzen 9 7940HS,AMD,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,ASUS,4843.45
1.920 x 1.200 píxeles,2304000.0,,64 Bit,51 Wh,63.3,249.0,,16:10,2023.0,con tapa,1.0,5.0 Mpx,,19 mm,"35,56 cm",14 pulgadas,14.0,ninguno,5.3,Bluetooth 5.3,1.36,"1,36 kg",HP EliteBook,340.0,42.27,"0,9 GHz",1.0,Raptor Lake-U,DDR5,Windows 11 Professional,,12 MB,"4,6 GHz","22,4 cm","31,6 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i5,intel,14373.0,1070.0,Intel Core i5-1335U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,HP,1400.0
1.920 x 1.200 píxeles,2304000.0,,64 Bit,"51,5 Wh",,,,16:10,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,14 mm,"33,782 cm","13,3 pulgadas",13.3,,5.0,Bluetooth 5.0,1.25,"1,25 kg",Lenovo ThinkPad,,,,1.0,,,Windows 11 Professional,SSD,,,20 cm,"29,5 cm",memoria compartida,,,amd,AMD Ryzen 5,93.0,17350.0,512.0,512 GB,False,AMD Radeon 660M,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,ryzen 5,amd,16466.0,962.0,AMD Ryzen 5 Pro 6650U,AMD,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,2133.43
1.920 x 1.080 píxeles,2073600.0,"2,5-Gbit/s-Ethernet",64 Bit,"53,5 Wh",,,rtx,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.2,Bluetooth 5.2,2.1,"2,1 kg",MSI Stealth,502.0,48.35,"1,8 GHz",1.0,Raptor Lake-H,DDR5,Windows 11 Professional,SSD,24 MB,"4,9 GHz","24,8 cm","35,8 cm",6.144 MB,10.0,10.0,nvidia,Intel Core i7,26.0,27468.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4050,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,24274.0,581.0,Intel Core i7-13620H,Intel,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,MSI,2754.5
1.920 x 1.080 píxeles,2073600.0,,64 Bit,"48,5 Wh",,,iris,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.78,"1,78 kg",Acer Extensa,340.0,50.68,"0,9 GHz",1.0,Raptor Lake-U Refresh,,Windows 11 Professional,SSD,12 MB,5 GHz,"24,1 cm","36,3 cm",memoria compartida,10.0,10.0,intel,Intel Core 5,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,,intel,17231.0,928.0,Intel Core 5 120U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Acer,694.92
,,,,42 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.69,"1,69 kg",ASUS ExpertBook,,,,,,,,,,,"23,3 cm","36,2 cm",,,,,Intel Core i7,,,,,,,"USB-C, lector de tarjetas, webcam",,,,,,,,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,534.0
1.920 x 1.200 píxeles,2304000.0,,64 Bit,51 Wh,,,iris,16:10,2023.0,convertible,1.0,5.0 Mpx,IEEE 802.11ax,19 mm,"35,56 cm",14 pulgadas,14.0,,5.3,Bluetooth 5.3,1.34,"1,34 kg",HP EliteBook,469.0,30.63,"1,2 GHz",1.0,Raptor Lake-U,LPDDR5,Windows 11 Professional,SSD,12 MB,5 GHz,"22,6 cm","31,6 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,14365.0,1072.0,Intel Core i7-1355U,Intel,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,HP,2069.67
1.920 x 1.200 píxeles,2304000.0,,64 Bit,57 Wh,,,iris,16:10,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,17 mm,"35,56 cm",14 pulgadas,14.0,,5.2,Bluetooth 5.2,1.29,"1,29 kg",Lenovo ThinkPad,309.0,42.03,"0,9 GHz",1.0,Alder Lake-P,DDR4,Windows 11 Professional,,12 MB,"4,4 GHz","22,7 cm","31,8 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"lector de tarjetas, webcam, USB-C",8.0,8 GB RAM,core i5,intel,12988.0,1167.0,Intel Core i5-1235U,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,1243.49
